structure_index,n_runs,kappa_mean,kappa_std,R_K_mean,R_K_std,J_mean,J_std
0,10,11.942310815132624,1.1557522742562627,2.9015973989338587e-10,2.1814669196189158e-10,9267262161.15746,75507792.62652291
