structure_index,n_runs,kappa_mean,kappa_std,R_K_mean,R_K_std,J_mean,J_std
0,10,15.89895591281412,1.5602459945021443,4.0068019993788046e-10,2.6959642329814757e-10,4185320022.587789,41343438.69717523
