structure_index,n_runs,kappa_mean,kappa_std,R_K_mean,R_K_std,J_mean,J_std
0,10,4.700709983618105,1.1295386244374377,5.467751061249759e-10,3.7361168003766123e-10,7000324234.599524,75092801.24590833
