structure_index,n_runs,kappa_mean,kappa_std,R_K_mean,R_K_std,J_mean,J_std
0,10,5.421236565112281,0.12756767463004187,6.59723008911371e-09,2.603720759646338e-10,10584146357.274944,111954583.60749681
