structure_index,n_runs,kappa_mean,kappa_std,R_K_mean,R_K_std,J_mean,J_std
0,10,11.838991568504202,1.9789044788075338,2.839121266451759e-10,2.2896080478429988e-10,9241910025.126593,63158832.630156
