structure_index,n_runs,kappa_mean,kappa_std,R_K_mean,R_K_std,J_mean,J_std
0,3,0.006591301779085674,0.0037103316838831505,8.845930814544062e-07,8.635303327074897e-07,166540580.54144463,82068521.6552512
