structure_index,n_runs,kappa_mean,kappa_std,R_K_mean,R_K_std,J_mean,J_std
0,10,7.151692102237314,1.3729954837791172,2.930842811488138e-10,2.7428894059932024e-10,8298616829.793871,131792467.12538299
